pdb,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
4u3c.pdb,H GLC 6 C2 C1 GLC 5 O4 C4,H GLC 6 C1 GLC 5 O4 C4 C5,190.329,244.608,"(['GLC(6_H_)', 'GLC(5_H_)'], [119.91, 125.46])","(['6.H', '5.H'], ['4C1', '-'])"
4u3c.pdb,H GLC 5 C2 C1 GLC 4 O4 C4,H GLC 5 C1 GLC 4 O4 C4 C5,238.536,257.622,"(['GLC(5_H_)', 'GLC(4_H_)'], [125.46, 127.14])","(['5.H', '4.H'], ['-', '4C1'])"
4u3c.pdb,H GLC 4 C2 C1 GLC 3 O4 C4,H GLC 4 C1 GLC 3 O4 C4 C5,218.628,232.163,"(['GLC(4_H_)', 'GLC(3_H_)'], [127.14, 127.71])","(['4.H', '3.H'], ['4C1', '-'])"
4u3c.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,164.306,232.586,"(['GLC(3_H_)', 'GLC(2_H_)'], [127.71, 124.66])","(['3.H', '2.H'], ['-', '4C1'])"
4u3c.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,232.40699999999998,244.534,"(['GLC(2_H_)', 'GLC(1_H_)'], [124.66, 116.45])","(['2.H', '1.H'], ['4C1', '4C1'])"
4u3c.pdb,M GLC 2 C2 C1 GLC 1 O4 C4,M GLC 2 C1 GLC 1 O4 C4 C5,116.168,223.541,"(['GLC(2_M_)', 'GLC(1_M_)'], [146.5, 148.07])","(['2.M', '1.M'], ['-', 'B14'])"
4u3c.pdb,Q GLC 2 C2 C1 GLC 1 O4 C4,Q GLC 2 C1 GLC 1 O4 C4 C5,118.328,228.525,"(['GLC(2_Q_)', 'GLC(1_Q_)'], [138.43, 140.45])","(['2.Q', '1.Q'], ['-', '1C4'])"
4u3c.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,224.506,80.0086,"(['GLC(2_I_)', 'GLC(1_I_)'], [140.13, 142.57])","(['2.I', '1.I'], ['4C1', 'OS2'])"
4u3c.pdb,N GLC 6 C2 C1 GLC 5 O4 C4,N GLC 6 C1 GLC 5 O4 C4 C5,194.438,246.863,"(['GLC(6_N_)', 'GLC(5_N_)'], [119.5, 124.65])","(['6.N', '5.N'], ['4C1', '2SO'])"
4u3c.pdb,N GLC 5 C2 C1 GLC 4 O4 C4,N GLC 5 C1 GLC 4 O4 C4 C5,241.773,297.4519,"(['GLC(5_N_)', 'GLC(4_N_)'], [124.65, 127.84])","(['5.N', '4.N'], ['2SO', '-'])"
4u3c.pdb,N GLC 4 C2 C1 GLC 3 O4 C4,N GLC 4 C1 GLC 3 O4 C4 C5,235.488,238.988,"(['GLC(4_N_)', 'GLC(3_N_)'], [127.84, 125.55])","(['4.N', '3.N'], ['-', '-'])"
4u3c.pdb,N GLC 3 C2 C1 GLC 2 O4 C4,N GLC 3 C1 GLC 2 O4 C4 C5,157.624,224.03,"(['GLC(3_N_)', 'GLC(2_N_)'], [125.55, 123.63])","(['3.N', '2.N'], ['-', '4C1'])"
4u3c.pdb,N GLC 2 C2 C1 GLC 1 O4 C4,N GLC 2 C1 GLC 1 O4 C4 C5,236.792,245.725,"(['GLC(2_N_)', 'GLC(1_N_)'], [123.63, 117.11])","(['2.N', '1.N'], ['4C1', '4C1'])"
4u3c.pdb,P GLC 6 C2 C1 GLC 5 O4 C4,P GLC 6 C1 GLC 5 O4 C4 C5,213.186,232.005,"(['GLC(6_P_)', 'GLC(5_P_)'], [120.23, 126.73])","(['6.P', '5.P'], ['4C1', '-'])"
4u3c.pdb,P GLC 5 C2 C1 GLC 4 O4 C4,P GLC 5 C1 GLC 4 O4 C4 C5,239.55599999999998,240.745,"(['GLC(5_P_)', 'GLC(4_P_)'], [126.73, 128.98])","(['5.P', '4.P'], ['-', '4C1'])"
4u3c.pdb,P GLC 4 C2 C1 GLC 3 O4 C4,P GLC 4 C1 GLC 3 O4 C4 C5,226.162,224.363,"(['GLC(4_P_)', 'GLC(3_P_)'], [128.98, 129.55])","(['4.P', '3.P'], ['4C1', '-'])"
4u3c.pdb,P GLC 3 C2 C1 GLC 2 O4 C4,P GLC 3 C1 GLC 2 O4 C4 C5,159.582,237.051,"(['GLC(3_P_)', 'GLC(2_P_)'], [129.55, 129.94])","(['3.P', '2.P'], ['-', '4C1'])"
4u3c.pdb,P GLC 2 C2 C1 GLC 1 O4 C4,P GLC 2 C1 GLC 1 O4 C4 C5,241.857,239.055,"(['GLC(2_P_)', 'GLC(1_P_)'], [129.94, 125.18])","(['2.P', '1.P'], ['4C1', '4C1'])"
2cxg.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,221.689,226.953,"(['GLC(2_D_)', 'GLC(1_D_)'], [58.67, 60.14])","(['2.D', '1.D'], ['4C1', '4C1'])"
2cxg.pdb,E GLC 4 C2 C1 GLC 3 O4 C4,E GLC 4 C1 GLC 3 O4 C4 C5,235.45,249.277,"(['GLC(4_E_)', 'GLC(3_E_)'], [52.93, 39.93])","(['4.E', '3.E'], ['4C1', '4C1'])"
2cxg.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,239.096,219.46,"(['GLC(3_E_)', 'GLC(2_E_)'], [39.93, 45.75])","(['3.E', '2.E'], ['4C1', '4C1'])"
2cxg.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,227.84,242.023,"(['GLC(2_E_)', 'GLC(1_E_)'], [45.75, 59.39])","(['2.E', '1.E'], ['4C1', '4C1'])"
2cxg.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,228.137,232.066,"(['GLC(2_B_)', 'GLC(1_B_)'], [13.61, 11.5])","(['2.B', '1.B'], ['4C1', '4C1'])"
3k8l.pdb,F GLC 5 C2 C1 GLC 4 O4 C4,F GLC 5 C1 GLC 4 O4 C4 C5,221.004,214.153,"(['GLC(5_F_)', 'GLC(4_F_)'], [68.85, 49.06])","(['5.F', '4.F'], ['4C1', '4C1'])"
3k8l.pdb,F GLC 4 C2 C1 GLC 3 O4 C4,F GLC 4 C1 GLC 3 O4 C4 C5,216.782,228.74,"(['GLC(4_F_)', 'GLC(3_F_)'], [49.06, 28.95])","(['4.F', '3.F'], ['4C1', '4C1'])"
3k8l.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,226.274,219.203,"(['GLC(3_F_)', 'GLC(2_F_)'], [28.95, 25.67])","(['3.F', '2.F'], ['4C1', '4C1'])"
3k8l.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,219.066,209.813,"(['GLC(2_F_)', 'GLC(1_F_)'], [25.67, 42.37])","(['2.F', '1.F'], ['4C1', '4C1'])"
3k8l.pdb,C GLC 7 C2 C1 GLC 6 O4 C4,C GLC 7 C1 GLC 6 O4 C4 C5,204.002,160.387,"(['GLC(7_C_)', 'GLC(6_C_)'], [51.61, 45.75])","(['7.C', '6.C'], ['4C1', '4C1'])"
3k8l.pdb,C GLC 6 C2 C1 GLC 5 O4 C4,C GLC 6 C1 GLC 5 O4 C4 C5,258.56399999999996,247.642,"(['GLC(6_C_)', 'GLC(5_C_)'], [45.75, 25.7])","(['6.C', '5.C'], ['4C1', '4C1'])"
3k8l.pdb,C GLC 5 C2 C1 GLC 4 O4 C4,C GLC 5 C1 GLC 4 O4 C4 C5,231.814,247.05599999999998,"(['GLC(5_C_)', 'GLC(4_C_)'], [25.7, 23.35])","(['5.C', '4.C'], ['4C1', '4C1'])"
3k8l.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,165.239,209.85,"(['GLC(4_C_)', 'GLC(3_C_)'], [23.35, 28.37])","(['4.C', '3.C'], ['4C1', '4C1'])"
3k8l.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,224.383,230.098,"(['GLC(3_C_)', 'GLC(2_C_)'], [28.37, 41.03])","(['3.C', '2.C'], ['4C1', '4C1'])"
3k8l.pdb,G GLC 6 C2 C1 GLC 5 O4 C4,G GLC 6 C1 GLC 5 O4 C4 C5,222.696,231.891,"(['GLC(6_G_)', 'GLC(5_G_)'], [75.31, 63.04])","(['6.G', '5.G'], ['4C1', '4C1'])"
3k8l.pdb,G GLC 5 C2 C1 GLC 4 O4 C4,G GLC 5 C1 GLC 4 O4 C4 C5,226.866,233.72199999999998,"(['GLC(5_G_)', 'GLC(4_G_)'], [63.04, 54.25])","(['5.G', '4.G'], ['4C1', '4C1'])"
3k8l.pdb,G GLC 4 C2 C1 GLC 3 O4 C4,G GLC 4 C1 GLC 3 O4 C4 C5,227.925,222.561,"(['GLC(4_G_)', 'GLC(3_G_)'], [54.25, 57.92])","(['4.G', '3.G'], ['4C1', '4C1'])"
3k8l.pdb,G GLC 3 C2 C1 GLC 2 O4 C4,G GLC 3 C1 GLC 2 O4 C4 C5,212.581,211.977,"(['GLC(3_G_)', 'GLC(2_G_)'], [57.92, 65.8])","(['3.G', '2.G'], ['4C1', '4C1'])"
3k8l.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,179.26,202.421,"(['GLC(2_G_)', 'GLC(1_G_)'], [65.8, 69.22])","(['2.G', '1.G'], ['4C1', '4C1'])"
3k8l.pdb,H GLC 6 C2 C1 GLC 5 O4 C4,H GLC 6 C1 GLC 5 O4 C4 C5,218.507,235.978,"(['GLC(6_H_)', 'GLC(5_H_)'], [63.28, 44.0])","(['6.H', '5.H'], ['4C1', '4C1'])"
3k8l.pdb,H GLC 5 C2 C1 GLC 4 O4 C4,H GLC 5 C1 GLC 4 O4 C4 C5,230.573,247.767,"(['GLC(5_H_)', 'GLC(4_H_)'], [44.0, 37.57])","(['5.H', '4.H'], ['4C1', '4C1'])"
3k8l.pdb,H GLC 4 C2 C1 GLC 3 O4 C4,H GLC 4 C1 GLC 3 O4 C4 C5,165.931,209.772,"(['GLC(4_H_)', 'GLC(3_H_)'], [37.57, 40.18])","(['4.H', '3.H'], ['4C1', '4C1'])"
3k8l.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,222.657,229.4,"(['GLC(3_H_)', 'GLC(2_H_)'], [40.18, 53.2])","(['3.H', '2.H'], ['4C1', '4C1'])"
3k8l.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,219.05,226.727,"(['GLC(2_H_)', 'GLC(1_H_)'], [53.2, 69.54])","(['2.H', '1.H'], ['4C1', '4C1'])"
3k8l.pdb,E GLC 6 C2 C1 GLC 5 O4 C4,E GLC 6 C1 GLC 5 O4 C4 C5,226.571,231.062,"(['GLC(6_E_)', 'GLC(5_E_)'], [64.72, 50.75])","(['6.E', '5.E'], ['4C1', '4C1'])"
3k8l.pdb,E GLC 5 C2 C1 GLC 4 O4 C4,E GLC 5 C1 GLC 4 O4 C4 C5,229.346,237.551,"(['GLC(5_E_)', 'GLC(4_E_)'], [50.75, 34.48])","(['5.E', '4.E'], ['4C1', '4C1'])"
3k8l.pdb,E GLC 4 C2 C1 GLC 3 O4 C4,E GLC 4 C1 GLC 3 O4 C4 C5,225.062,215.781,"(['GLC(4_E_)', 'GLC(3_E_)'], [34.48, 33.61])","(['4.E', '3.E'], ['4C1', '4C1'])"
3k8l.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,198.368,213.09,"(['GLC(3_E_)', 'GLC(2_E_)'], [33.61, 50.71])","(['3.E', '2.E'], ['4C1', '4C1'])"
3k8l.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,182.061,210.977,"(['GLC(2_E_)', 'GLC(1_E_)'], [50.71, 56.13])","(['2.E', '1.E'], ['4C1', '4C1'])"
3k8l.pdb,D GLC 5 C2 C1 GLC 4 O4 C4,D GLC 5 C1 GLC 4 O4 C4 C5,222.713,216.128,"(['GLC(5_D_)', 'GLC(4_D_)'], [64.91, 47.16])","(['5.D', '4.D'], ['4C1', '4C1'])"
3k8l.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,217.738,230.106,"(['GLC(4_D_)', 'GLC(3_D_)'], [47.16, 31.45])","(['4.D', '3.D'], ['4C1', '4C1'])"
3k8l.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,223.038,219.916,"(['GLC(3_D_)', 'GLC(2_D_)'], [31.45, 32.57])","(['3.D', '2.D'], ['4C1', '4C1'])"
3k8l.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,213.381,216.785,"(['GLC(2_D_)', 'GLC(1_D_)'], [32.57, 42.52])","(['2.D', '1.D'], ['4C1', '4C1'])"
5a2c.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,238.029,260.7657,"(['GLC(2_B_)', 'GLC(1_B_)'], [27.12, 29.16])","(['2.B', '1.B'], ['4C1', '4C1'])"
2mpr.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,224.498,230.29,"(['GLC(3_E_)', 'GLC(2_E_)'], [51.43, 33.02])","(['3.E', '2.E'], ['4C1', '4C1'])"
2mpr.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,225.707,229.125,"(['GLC(3_F_)', 'GLC(2_F_)'], [51.43, 33.05])","(['3.F', '2.F'], ['4C1', '4C1'])"
2mpr.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,223.924,231.204,"(['GLC(3_D_)', 'GLC(2_D_)'], [51.4, 32.99])","(['3.D', '2.D'], ['4C1', '4C1'])"
1mw2.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,189.336,211.632,"(['GLC(4_B_)', 'GLC(3_B_)'], [23.88, 22.21])","(['4.B', '3.B'], ['4C1', '4C1'])"
1mw2.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,204.269,212.748,"(['GLC(3_B_)', 'GLC(2_B_)'], [22.21, 21.91])","(['3.B', '2.B'], ['4C1', '4C1'])"
1mw2.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,227.411,225.904,"(['GLC(2_B_)', 'GLC(1_B_)'], [21.91, 24.04])","(['2.B', '1.B'], ['4C1', '4C1'])"
5osq.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,221.155,224.525,"(['GLC(2_C_)', 'GLC(1_C_)'], [45.99, 52.85])","(['2.C', '1.C'], ['4C1', '4C1'])"
5osq.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,220.806,223.748,"(['GLC(2_D_)', 'GLC(1_D_)'], [36.51, 43.23])","(['2.D', '1.D'], ['4C1', '4C1'])"
1mdp.pdb,A GLC 2 C2 C1 GLC 1 O4 C4,A GLC 2 C1 GLC 1 O4 C4 C5,224.464,220.149,"(['GLC(2_A_)', 'GLC(1_A_)'], [7.97, 8.08])","(['2.A', '1.A'], ['4C1', '-'])"
1mdp.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,222.649,218.21,"(['GLC(2_B_)', 'GLC(1_B_)'], [6.9, 4.9])","(['2.B', '1.B'], ['4C1', '-'])"
7ekw.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,236.123,221.853,"(['GLC(2_C_)', 'GLC(1_C_)'], [121.62, 111.05])","(['2.C', '1.C'], ['4C1', '4C1'])"
3l01.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,244.81799999999998,246.131,"(['GLC(4_C_)', 'GLC(3_C_)'], [37.2, 28.41])","(['4.C', '3.C'], ['4C1', '4C1'])"
3l01.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,242.299,236.17000000000002,"(['GLC(3_C_)', 'GLC(2_C_)'], [28.41, 43.94])","(['3.C', '2.C'], ['4C1', '-'])"
3l01.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,213.459,220.393,"(['GLC(2_C_)', 'GLC(1_C_)'], [43.94, 64.52])","(['2.C', '1.C'], ['-', '4C1'])"
3l01.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,251.478,245.437,"(['GLC(4_D_)', 'GLC(3_D_)'], [33.24, 38.63])","(['4.D', '3.D'], ['4C1', '4C1'])"
3l01.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,233.344,246.727,"(['GLC(3_D_)', 'GLC(2_D_)'], [38.63, 43.4])","(['3.D', '2.D'], ['4C1', 'BO3'])"
3l01.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,180.899,329.9385,"(['GLC(2_D_)', 'GLC(1_D_)'], [43.4, 66.26])","(['2.D', '1.D'], ['BO3', '-'])"
7wdp.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,199.534,195.551,"(['GLC(2_B_)', 'GLC(1_B_)'], [38.46, 26.93])","(['2.B', '1.B'], ['4C1', '-'])"
1elj.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,225.785,225.279,"(['GLC(3_B_)', 'GLC(2_B_)'], [16.79, 19.24])","(['3.B', '2.B'], ['4C1', '4C1'])"
1elj.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,231.185,237.546,"(['GLC(2_B_)', 'GLC(1_B_)'], [19.24, 21.21])","(['2.B', '1.B'], ['4C1', '4C1'])"
3u2u.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,200.884,219.374,"(['GLC(4_D_)', 'GLC(3_D_)'], [14.47, 17.88])","(['4.D', '3.D'], ['-', '4C1'])"
3u2u.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,207.149,226.731,"(['GLC(3_D_)', 'GLC(2_D_)'], [17.88, 26.32])","(['3.D', '2.D'], ['4C1', '4C1'])"
3u2u.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,213.397,220.548,"(['GLC(2_D_)', 'GLC(1_D_)'], [26.32, 38.63])","(['2.D', '1.D'], ['4C1', '-'])"
3u2u.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,200.816,214.895,"(['GLC(4_C_)', 'GLC(3_C_)'], [15.27, 17.71])","(['4.C', '3.C'], ['-', '4C1'])"
3u2u.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,206.143,228.85,"(['GLC(3_C_)', 'GLC(2_C_)'], [17.71, 31.04])","(['3.C', '2.C'], ['4C1', '4C1'])"
3u2u.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,214.729,208.735,"(['GLC(2_C_)', 'GLC(1_C_)'], [31.04, 36.08])","(['2.C', '1.C'], ['4C1', '-'])"
1l5w.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,218.218,233.788,"(['GLC(4_C_)', 'GLC(3_C_)'], [18.17, 18.09])","(['4.C', '3.C'], ['4C1', '4C1'])"
1l5w.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,200.177,215.209,"(['GLC(3_C_)', 'GLC(2_C_)'], [18.09, 19.06])","(['3.C', '2.C'], ['4C1', '4C1'])"
1l5w.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,211.703,212.618,"(['GLC(2_C_)', 'GLC(1_C_)'], [19.06, 25.18])","(['2.C', '1.C'], ['4C1', '4C1'])"
1l5w.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,214.067,236.917,"(['GLC(4_D_)', 'GLC(3_D_)'], [18.22, 18.38])","(['4.D', '3.D'], ['4C1', '4C1'])"
1l5w.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,202.744,211.826,"(['GLC(3_D_)', 'GLC(2_D_)'], [18.38, 19.29])","(['3.D', '2.D'], ['4C1', '4C1'])"
1l5w.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,216.094,212.325,"(['GLC(2_D_)', 'GLC(1_D_)'], [19.29, 25.44])","(['2.D', '1.D'], ['4C1', '4C1'])"
8cu3.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,293.4228,215.914,"(['GLC(2_D_)', 'GLC(1_D_)'], [61.62, 96.81])","(['2.D', '1.D'], ['1S3', '-'])"
1pez.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,232.99200000000002,235.938,"(['GLC(3_C_)', 'GLC(2_C_)'], [21.55, 28.03])","(['3.C', '2.C'], ['4C1', '4C1'])"
1pez.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,215.728,238.518,"(['GLC(2_C_)', 'GLC(1_C_)'], [28.03, 45.53])","(['2.C', '1.C'], ['4C1', '4C1'])"
1pez.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,228.555,235.348,"(['GLC(2_D_)', 'GLC(1_D_)'], [19.21, 16.81])","(['2.D', '1.D'], ['4C1', '4C1'])"
1pez.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,233.882,228.174,"(['GLC(2_E_)', 'GLC(1_E_)'], [30.95, 35.33])","(['2.E', '1.E'], ['4C1', '4C1'])"
4ene.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,221.997,309.29200000000003,"(['GLC(2_H_)', 'GLC(1_H_)'], [94.95, 91.9])","(['2.H', '1.H'], ['-', '1S3'])"
4ene.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,226.9,256.023,"(['GLC(2_I_)', 'GLC(1_I_)'], [84.73, 86.88])","(['2.I', '1.I'], ['-', '14B'])"
4ene.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,223.376,260.819,"(['GLC(2_G_)', 'GLC(1_G_)'], [77.19, 75.14])","(['2.G', '1.G'], ['-', '-'])"
5ii5.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,221.873,219.296,"(['GLC(2_B_)', 'GLC(1_B_)'], [35.4, 47.37])","(['2.B', '1.B'], ['4C1', '4C1'])"
1obb.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,209.361,219.966,"(['GLC(2_D_)', 'GLC(1_D_)'], [33.59, 53.15])","(['2.D', '1.D'], ['4C1', '4C1'])"
1obb.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,195.143,215.317,"(['GLC(2_C_)', 'GLC(1_C_)'], [33.05, 52.77])","(['2.C', '1.C'], ['4C1', '4C1'])"
4ys9.pdb,A GLC 2 C2 C1 GLC 1 O4 C4,A GLC 2 C1 GLC 1 O4 C4 C5,222.036,223.448,"(['GLC(2_A_)', 'GLC(1_A_)'], [28.79, 32.66])","(['2.A', '1.A'], ['4C1', '4C1'])"
4my2.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,225.931,219.274,"(['GLC(2_B_)', 'GLC(1_B_)'], [26.68, 31.55])","(['2.B', '1.B'], ['4C1', '4C1'])"
6dtu.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,211.638,232.926,"(['GLC(4_D_)', 'GLC(3_D_)'], [23.84, 16.66])","(['4.D', '3.D'], ['4C1', '4C1'])"
6dtu.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,221.987,223.499,"(['GLC(3_D_)', 'GLC(2_D_)'], [16.66, 15.49])","(['3.D', '2.D'], ['4C1', '4C1'])"
6dtu.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,232.69,249.01,"(['GLC(2_D_)', 'GLC(1_D_)'], [15.49, 17.2])","(['2.D', '1.D'], ['4C1', '4C1'])"
6dtu.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,217.772,226.272,"(['GLC(4_C_)', 'GLC(3_C_)'], [18.12, 14.12])","(['4.C', '3.C'], ['4C1', '4C1'])"
6dtu.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,223.582,229.012,"(['GLC(3_C_)', 'GLC(2_C_)'], [14.12, 13.62])","(['3.C', '2.C'], ['4C1', '4C1'])"
6dtu.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,233.161,245.999,"(['GLC(2_C_)', 'GLC(1_C_)'], [13.62, 15.6])","(['2.C', '1.C'], ['4C1', '4C1'])"
5jbe.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,190.567,209.777,"(['GLC(4_C_)', 'GLC(3_C_)'], [56.37, 48.66])","(['4.C', '3.C'], ['4C1', '4C1'])"
5jbe.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,210.161,224.555,"(['GLC(3_C_)', 'GLC(2_C_)'], [48.66, 42.86])","(['3.C', '2.C'], ['4C1', '4C1'])"
5jbe.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,219.465,217.117,"(['GLC(2_C_)', 'GLC(1_C_)'], [42.86, 38.05])","(['2.C', '1.C'], ['4C1', '4C1'])"
5jbe.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,187.626,213.97,"(['GLC(4_D_)', 'GLC(3_D_)'], [57.32, 54.93])","(['4.D', '3.D'], ['4C1', '4C1'])"
